,Actual_Return,Prediction,Position_Binary (t=0),Position_Binary (t=opt),Position_Scaled,Position_Adaptive,Equity_Binary (t=0),Equity_Binary (t=opt),Equity_Scaled,Equity_Adaptive,BnH_Equity
2015-07-10,2.4099,0.2850,1.0000,1.0000,0.5701,1.0000,1.9772,1.4093,1.3457,1.6825,2.1104
2015-07-17,-2.1084,0.1584,1.0000,0.0000,0.3167,1.0000,1.9355,1.4090,1.3367,1.6470,2.0659
2015-07-24,1.2019,0.2106,1.0000,0.0000,0.4212,0.0000,1.9588,1.4090,1.3434,1.6467,2.0907
2015-07-31,-1.2114,0.2069,1.0000,0.0000,0.4138,1.0000,1.9350,1.4090,1.3367,1.6264,2.0654
2015-08-07,0.7069,0.1307,1.0000,0.0000,0.2613,0.0000,1.9487,1.4090,1.3391,1.6261,2.0800
2015-08-14,-5.5343,0.1056,1.0000,0.0000,0.2112,0.0000,1.8409,1.4090,1.3235,1.6261,1.9649
2015-08-21,0.7329,0.5074,1.0000,1.0000,1.0000,1.0000,1.8544,1.4191,1.3329,1.6377,1.9793
2015-08-28,-3.3571,-0.2621,0.0000,0.0000,0.0000,0.0000,1.8540,1.4188,1.3327,1.6374,1.9128
2015-09-04,2.1548,-0.3303,0.0000,0.0000,0.0000,0.0000,1.8540,1.4188,1.3327,1.6374,1.9540
2015-09-11,-0.1392,-0.5280,0.0000,0.0000,0.0000,0.0000,1.8540,1.4188,1.3327,1.6374,1.9513
2015-09-18,-1.3303,0.0310,1.0000,0.0000,0.0620,0.0000,1.8290,1.4188,1.3316,1.6374,1.9254
2015-09-25,1.1148,0.4537,1.0000,1.0000,0.9075,1.0000,1.8494,1.4343,1.3448,1.6553,1.9468
2015-10-02,3.2462,0.0076,1.0000,0.0000,0.0152,0.0000,1.9094,1.4340,1.3452,1.6550,2.0100
2015-10-09,0.9636,-0.1878,0.0000,0.0000,0.0000,0.0000,1.9090,1.4340,1.3452,1.6550,2.0294
2015-10-16,2.0859,0.0807,1.0000,0.0000,0.1614,0.0000,1.9484,1.4340,1.3497,1.6550,2.0717
2015-10-23,0.2024,0.1405,1.0000,0.0000,0.2810,0.0000,1.9524,1.4340,1.3504,1.6550,2.0759
2015-10-30,1.0147,0.1362,1.0000,0.0000,0.2725,0.0000,1.9722,1.4340,1.3542,1.6550,2.0970
2015-11-06,-3.5707,0.0244,1.0000,0.0000,0.0489,0.0000,1.9018,1.4340,1.3518,1.6550,2.0221
2015-11-13,3.3425,0.4602,1.0000,1.0000,0.9203,1.0000,1.9653,1.4817,1.3931,1.7100,2.0897
2015-11-20,0.1194,0.0628,1.0000,0.0000,0.1257,0.0000,1.9677,1.4814,1.3931,1.7096,2.0922
2015-11-27,0.0287,0.0108,1.0000,0.0000,0.0215,0.0000,1.9683,1.4814,1.3931,1.7096,2.0928
2015-12-04,-3.6924,0.0384,1.0000,0.0000,0.0768,0.0000,1.8956,1.4814,1.3891,1.7096,2.0155
2015-12-11,-0.3317,0.3316,1.0000,1.0000,0.6631,1.0000,1.8893,1.4762,1.3859,1.7036,2.0088
2015-12-18,2.8297,0.0176,1.0000,0.0000,0.0352,0.0000,1.9428,1.4759,1.3871,1.7033,2.0657
2015-12-25,-0.8800,0.0820,1.0000,0.0000,0.1641,0.0000,1.9257,1.4759,1.3850,1.7033,2.0475
2016-01-01,-5.8616,-0.0049,0.0000,0.0000,0.0000,0.0000,1.9253,1.4759,1.3850,1.7033,1.9275
2016-01-08,-2.1415,0.2757,1.0000,0.0000,0.5513,1.0000,1.8837,1.4759,1.3685,1.6664,1.8862
2016-01-15,1.4429,0.2989,1.0000,1.0000,0.5978,0.0000,1.9108,1.4969,1.3803,1.6661,1.9134
2016-01-22,1.6796,0.2861,1.0000,1.0000,0.5722,0.0000,1.9429,1.5220,1.3935,1.6661,1.9455
2016-01-29,-2.9785,0.0464,1.0000,0.0000,0.0928,0.0000,1.8851,1.5217,1.3896,1.6661,1.8876
2016-02-05,-0.7024,0.0609,1.0000,0.0000,0.1218,0.0000,1.8718,1.5217,1.3884,1.6661,1.8743
2016-02-12,2.8774,0.2671,1.0000,0.0000,0.5342,1.0000,1.9257,1.5217,1.4096,1.7137,1.9283
2016-02-19,1.6093,0.0566,1.0000,0.0000,0.1131,1.0000,1.9567,1.5217,1.4120,1.7413,1.9593
2016-02-26,2.7372,0.1420,1.0000,0.0000,0.2839,1.0000,2.0102,1.5217,1.4230,1.7890,2.0129
2016-03-04,1.1625,0.0324,1.0000,0.0000,0.0648,0.0000,2.0336,1.5217,1.4240,1.7886,2.0363
2016-03-11,1.3189,0.0319,1.0000,0.0000,0.0637,0.0000,2.0604,1.5217,1.4252,1.7886,2.0632
2016-03-18,-0.6165,0.0381,1.0000,0.0000,0.0763,0.0000,2.0477,1.5217,1.4245,1.7886,2.0505
2016-03-25,1.8708,0.0957,1.0000,0.0000,0.1913,1.0000,2.0860,1.5217,1.4296,1.8217,2.0888
2016-04-01,-1.1695,0.0855,1.0000,0.0000,0.1711,1.0000,2.0616,1.5217,1.4267,1.8004,2.0644
2016-04-08,1.6039,0.1168,1.0000,0.0000,0.2336,1.0000,2.0947,1.5217,1.4320,1.8293,2.0975
2016-04-15,0.5727,-0.0166,0.0000,0.0000,0.0000,0.0000,2.0943,1.5217,1.4320,1.8289,2.1095
2016-04-22,-1.2633,0.0227,1.0000,0.0000,0.0453,0.0000,2.0674,1.5217,1.4311,1.8289,2.0829
2016-04-29,-0.2957,0.0434,1.0000,0.0000,0.0869,0.0000,2.0613,1.5217,1.4307,1.8289,2.0767
2016-05-06,-0.4666,0.0584,1.0000,0.0000,0.1167,1.0000,2.0517,1.5217,1.4300,1.8200,2.0670
2016-05-13,0.3565,0.0889,1.0000,0.0000,0.1777,1.0000,2.0590,1.5217,1.4308,1.8265,2.0744
2016-05-20,2.3116,0.0847,1.0000,0.0000,0.1695,1.0000,2.1066,1.5217,1.4364,1.8687,2.1223
2016-05-27,0.0190,0.0370,1.0000,0.0000,0.0739,0.0000,2.1070,1.5217,1.4364,1.8683,2.1228
2016-06-03,-0.0999,0.0618,1.0000,0.0000,0.1235,1.0000,2.1049,1.5217,1.4363,1.8661,2.1206
2016-06-10,-1.1786,0.0393,1.0000,0.0000,0.0787,1.0000,2.0801,1.5217,1.4349,1.8441,2.0956
2016-06-17,-1.5883,0.1356,1.0000,0.0000,0.2713,1.0000,2.0470,1.5217,1.4287,1.8148,2.0624
2016-06-24,3.2867,0.3963,1.0000,1.0000,0.7927,1.0000,2.1143,1.5714,1.4657,1.8745,2.1301
2016-07-01,1.3005,0.2774,1.0000,0.0000,0.5548,1.0000,2.1418,1.5711,1.4762,1.8989,2.1578
2016-07-08,1.4954,-0.1546,0.0000,0.0000,0.0000,0.0000,2.1414,1.5711,1.4761,1.8985,2.1901
2016-07-15,0.6533,0.0381,1.0000,0.0000,0.0763,0.0000,2.1549,1.5711,1.4768,1.8985,2.2044
2016-07-22,-0.0552,0.0605,1.0000,0.0000,0.1211,1.0000,2.1538,1.5711,1.4767,1.8970,2.2032
2016-07-29,0.4882,0.0873,1.0000,0.0000,0.1747,1.0000,2.1643,1.5711,1.4779,1.9063,2.2140
2016-08-05,0.1283,0.0484,1.0000,0.0000,0.0969,1.0000,2.1670,1.5711,1.4781,1.9088,2.2168
2016-08-12,0.0366,-0.0606,0.0000,0.0000,0.0000,1.0000,2.1666,1.5711,1.4781,1.9095,2.2176
2016-08-19,-0.5720,-0.0749,0.0000,0.0000,0.0000,1.0000,2.1666,1.5711,1.4781,1.8985,2.2049
2016-08-26,0.4970,-0.1065,0.0000,0.0000,0.0000,1.0000,2.1666,1.5711,1.4781,1.9080,2.2159
2016-09-02,-2.3309,-0.0120,0.0000,0.0000,0.0000,1.0000,2.1666,1.5711,1.4781,1.8635,2.1642
2016-09-09,0.5475,0.2620,1.0000,0.0000,0.5239,1.0000,2.1780,1.5711,1.4821,1.8737,2.1761
2016-09-16,1.2280,-0.0622,0.0000,0.0000,0.0000,0.0000,2.1776,1.5711,1.4820,1.8733,2.2028
2016-09-23,0.1435,0.0253,1.0000,0.0000,0.0506,0.0000,2.1803,1.5711,1.4821,1.8733,2.2060
2016-09-30,-0.5825,0.0777,1.0000,0.0000,0.1554,1.0000,2.1676,1.5711,1.4807,1.8620,2.1931
2016-10-07,-0.8929,-0.0118,0.0000,0.0000,0.0000,0.0000,2.1672,1.5711,1.4807,1.8617,2.1735
2016-10-14,0.4036,0.0591,1.0000,0.0000,0.1183,1.0000,2.1755,1.5711,1.4813,1.8688,2.1823
2016-10-21,-0.6730,0.1329,1.0000,0.0000,0.2657,1.0000,2.1608,1.5711,1.4786,1.8562,2.1676
2016-10-28,-1.8773,0.1607,1.0000,0.0000,0.3214,1.0000,2.1203,1.5711,1.4697,1.8214,2.1269
2016-11-04,3.7737,0.8484,1.0000,1.0000,1.0000,1.0000,2.2003,1.6301,1.5250,1.8901,2.2072
2016-11-11,0.9611,-0.0236,0.0000,0.0000,0.0000,0.0000,2.1998,1.6298,1.5247,1.8897,2.2284
2016-11-18,1.3821,0.1301,1.0000,0.0000,0.2603,0.0000,2.2298,1.6298,1.5301,1.8897,2.2592
2016-11-25,-0.8306,-0.0809,0.0000,0.0000,0.0000,0.0000,2.2294,1.6298,1.5300,1.8897,2.2404
2016-12-02,3.1091,0.1708,1.0000,0.0000,0.3416,0.0000,2.2982,1.6298,1.5461,1.8897,2.3101
2016-12-09,-0.0634,-0.1254,0.0000,0.0000,0.0000,0.0000,2.2978,1.6298,1.5460,1.8897,2.3086
2016-12-16,0.2977,0.1606,1.0000,0.0000,0.3212,1.0000,2.3041,1.6298,1.5474,1.8950,2.3155
2016-12-23,-0.9658,0.1371,1.0000,0.0000,0.2743,1.0000,2.2819,1.6298,1.5433,1.8767,2.2931
2016-12-30,1.6463,0.1560,1.0000,0.0000,0.3121,1.0000,2.3195,1.6298,1.5512,1.9076,2.3309
2017-01-06,-0.0704,0.0825,1.0000,0.0000,0.1651,1.0000,2.3178,1.6298,1.5510,1.9062,2.3293
2017-01-13,-0.1366,0.0926,1.0000,0.0000,0.1851,1.0000,2.3147,1.6298,1.5506,1.9036,2.3261
2017-01-20,0.9836,0.0754,1.0000,0.0000,0.1508,1.0000,2.3374,1.6298,1.5529,1.9224,2.3489
2017-01-27,0.1616,0.0584,1.0000,0.0000,0.1168,1.0000,2.3412,1.6298,1.5532,1.9255,2.3527
2017-02-03,0.9462,0.0797,1.0000,0.0000,0.1593,1.0000,2.3634,1.6298,1.5555,1.9437,2.3750
2017-02-10,1.5464,0.0246,1.0000,0.0000,0.0492,1.0000,2.3999,1.6298,1.5566,1.9737,2.4117
2017-02-17,0.7019,0.0420,1.0000,0.0000,0.0840,1.0000,2.4167,1.6298,1.5575,1.9876,2.4287
2017-02-24,0.7097,0.0627,1.0000,0.0000,0.1254,1.0000,2.4339,1.6298,1.5589,2.0017,2.4459
2017-03-03,-0.3062,0.0272,1.0000,0.0000,0.0544,1.0000,2.4264,1.6298,1.5586,1.9956,2.4384
2017-03-10,0.1562,0.0520,1.0000,0.0000,0.1040,1.0000,2.4302,1.6298,1.5589,1.9987,2.4422
2017-03-17,-1.3374,0.0476,1.0000,0.0000,0.0953,1.0000,2.3977,1.6298,1.5569,1.9719,2.4095
2017-03-24,0.8039,0.0923,1.0000,0.0000,0.1846,1.0000,2.4170,1.6298,1.5592,1.9878,2.4289
2017-03-31,-0.2290,0.0515,1.0000,0.0000,0.1031,1.0000,2.4115,1.6298,1.5588,1.9832,2.4234
2017-04-07,-1.1437,0.0160,1.0000,0.0000,0.0321,1.0000,2.3839,1.6298,1.5582,1.9606,2.3956
2017-04-14,0.8946,0.0828,1.0000,0.0000,0.1656,1.0000,2.4052,1.6298,1.5604,1.9781,2.4171
2017-04-21,1.4877,0.0576,1.0000,0.0000,0.1152,1.0000,2.4410,1.6298,1.5631,2.0075,2.4530
2017-04-28,0.6804,0.1123,1.0000,0.0000,0.2247,1.0000,2.4576,1.6298,1.5655,2.0212,2.4697
2017-05-05,-0.3003,0.1043,1.0000,0.0000,0.2085,1.0000,2.4502,1.6298,1.5645,2.0151,2.4623
2017-05-12,-0.2804,0.1019,1.0000,0.0000,0.2037,1.0000,2.4434,1.6298,1.5636,2.0095,2.4554
2017-05-19,1.4267,0.0960,1.0000,0.0000,0.1919,1.0000,2.4782,1.6298,1.5679,2.0381,2.4904
2017-05-26,1.0178,0.0441,1.0000,0.0000,0.0882,0.0000,2.5034,1.6298,1.5692,2.0377,2.5158
2017-06-02,-0.3112,0.0979,1.0000,0.0000,0.1958,1.0000,2.4956,1.6298,1.5682,2.0310,2.5079
2017-06-09,0.1698,0.0926,1.0000,0.0000,0.1851,1.0000,2.4999,1.6298,1.5687,2.0344,2.5122
2017-06-16,0.2020,0.0887,1.0000,0.0000,0.1775,1.0000,2.5049,1.6298,1.5693,2.0385,2.5173
2017-06-23,-0.5470,0.0958,1.0000,0.0000,0.1916,1.0000,2.4912,1.6298,1.5676,2.0274,2.5035
2017-06-30,0.1282,0.1175,1.0000,0.0000,0.2351,1.0000,2.4944,1.6298,1.5681,2.0300,2.5067
2017-07-07,1.4250,0.0482,1.0000,0.0000,0.0963,1.0000,2.5300,1.6298,1.5702,2.0589,2.5424
2017-07-14,0.5375,0.1054,1.0000,0.0000,0.2108,1.0000,2.5436,1.6298,1.5720,2.0700,2.5561
2017-07-21,0.0122,0.0869,1.0000,0.0000,0.1738,1.0000,2.5439,1.6298,1.5720,2.0702,2.5564
2017-07-28,0.2025,0.1174,1.0000,0.0000,0.2348,1.0000,2.5490,1.6298,1.5727,2.0744,2.5616
2017-08-04,-1.3298,0.0720,1.0000,0.0000,0.1440,1.0000,2.5151,1.6298,1.5697,2.0468,2.5275
2017-08-11,-0.5776,0.1579,1.0000,0.0000,0.3159,1.0000,2.5006,1.6298,1.5667,2.0350,2.5129
2017-08-18,0.7622,0.1150,1.0000,0.0000,0.2300,1.0000,2.5197,1.6298,1.5695,2.0505,2.5321
2017-08-25,1.3412,0.0976,1.0000,0.0000,0.1952,1.0000,2.5535,1.6298,1.5736,2.0780,2.5660
2017-09-01,-0.5084,0.1592,1.0000,0.0000,0.3184,1.0000,2.5405,1.6298,1.5710,2.0675,2.5530
2017-09-08,1.5600,0.1680,1.0000,0.0000,0.3360,1.0000,2.5801,1.6298,1.5792,2.0997,2.5928
2017-09-15,0.1003,0.1319,1.0000,0.0000,0.2639,1.0000,2.5827,1.6298,1.5796,2.1018,2.5954
2017-09-22,0.7176,0.1874,1.0000,0.0000,0.3748,1.0000,2.6012,1.6298,1.5838,2.1169,2.6141
2017-09-29,1.2499,0.1521,1.0000,0.0000,0.3041,1.0000,2.6337,1.6298,1.5898,2.1434,2.6467
2017-10-06,0.2280,0.1262,1.0000,0.0000,0.2525,1.0000,2.6397,1.6298,1.5907,2.1483,2.6528
2017-10-13,0.8473,0.1849,1.0000,0.0000,0.3697,1.0000,2.6621,1.6298,1.5957,2.1665,2.6752
2017-10-20,0.2333,0.1125,1.0000,0.0000,0.2250,1.0000,2.6683,1.6298,1.5964,2.1715,2.6815
2017-10-27,0.2871,0.1179,1.0000,0.0000,0.2359,1.0000,2.6760,1.6298,1.5975,2.1777,2.6892
2017-11-03,-0.1393,0.0759,1.0000,0.0000,0.1517,1.0000,2.6723,1.6298,1.5972,2.1747,2.6854
2017-11-10,-0.0891,0.0944,1.0000,0.0000,0.1888,1.0000,2.6699,1.6298,1.5969,2.1728,2.6830
2017-11-17,0.9695,0.0975,1.0000,0.0000,0.1949,1.0000,2.6958,1.6298,1.5999,2.1938,2.7090
2017-11-24,1.5747,0.0897,1.0000,0.0000,0.1794,1.0000,2.7382,1.6298,1.6044,2.2284,2.7517
2017-12-01,0.3971,0.0805,1.0000,0.0000,0.1611,1.0000,2.7491,1.6298,1.6054,2.2372,2.7626
2017-12-08,0.8897,0.1172,1.0000,0.0000,0.2345,1.0000,2.7735,1.6298,1.6088,2.2571,2.7872
2017-12-15,0.3753,0.0688,1.0000,0.0000,0.1375,1.0000,2.7839,1.6298,1.6096,2.2656,2.7977
2017-12-22,-0.2430,0.1118,1.0000,0.0000,0.2236,1.0000,2.7772,1.6298,1.6087,2.2601,2.7909
2017-12-29,2.4582,0.0607,1.0000,0.0000,0.1213,1.0000,2.8455,1.6298,1.6134,2.3157,2.8595
2018-01-05,1.6458,-0.0031,0.0000,0.0000,0.0000,1.0000,2.8449,1.6298,1.6134,2.3538,2.9065
2018-01-12,0.8959,0.0103,1.0000,0.0000,0.0207,1.0000,2.8698,1.6298,1.6137,2.3749,2.9326
2018-01-19,2.2004,-0.0046,0.0000,0.0000,0.0000,1.0000,2.8692,1.6298,1.6137,2.4271,2.9971
2018-01-26,-3.8837,-0.0274,0.0000,0.0000,0.0000,1.0000,2.8692,1.6298,1.6137,2.3329,2.8807
2018-02-02,-5.0645,0.1617,1.0000,0.0000,0.3234,1.0000,2.7233,1.6298,1.5871,2.2147,2.7348
2018-02-09,4.4398,1.1656,1.0000,1.0000,1.0000,1.0000,2.8443,1.7018,1.6574,2.3130,2.8562
2018-02-16,0.5859,0.0430,1.0000,0.0000,0.0859,1.0000,2.8609,1.7014,1.6579,2.3266,2.8730
2018-02-23,-2.0495,0.1073,1.0000,0.0000,0.2145,1.0000,2.8023,1.7014,1.6506,2.2789,2.8141
2018-03-02,3.6383,0.1487,1.0000,0.0000,0.2973,1.0000,2.9042,1.7014,1.6684,2.3618,2.9165
2018-03-09,-1.2808,0.1361,1.0000,0.0000,0.2722,1.0000,2.8670,1.7014,1.6626,2.3316,2.8791
2018-03-16,-5.8899,0.1669,1.0000,0.0000,0.3337,1.0000,2.6982,1.7014,1.6299,2.1942,2.7095
2018-03-23,1.9764,1.5753,1.0000,1.0000,1.0000,1.0000,2.7515,1.7347,1.6619,2.2376,2.7631
2018-03-30,-1.3035,-0.0470,0.0000,0.0000,0.0000,0.0000,2.7510,1.7344,1.6615,2.2372,2.7271
2018-04-06,2.0907,0.4320,1.0000,1.0000,0.8640,1.0000,2.8079,1.7703,1.6913,2.2835,2.7841
2018-04-13,0.5506,0.1030,1.0000,0.0000,0.2061,0.0000,2.8234,1.7699,1.6930,2.2830,2.7994
2018-04-20,-0.0188,0.0933,1.0000,0.0000,0.1867,0.0000,2.8228,1.7699,1.6929,2.2830,2.7989
2018-04-27,-0.2026,0.2851,1.0000,1.0000,0.5702,1.0000,2.8171,1.7660,1.6908,2.2779,2.7932
2018-05-04,2.5675,0.1630,1.0000,0.0000,0.3260,0.0000,2.8895,1.7657,1.7049,2.2775,2.8649
2018-05-11,-0.5571,0.1400,1.0000,0.0000,0.2800,1.0000,2.8734,1.7657,1.7022,2.2643,2.8490
2018-05-18,0.3022,0.1394,1.0000,0.0000,0.2788,0.0000,2.8820,1.7657,1.7036,2.2639,2.8576
2018-05-25,0.5328,0.0824,1.0000,0.0000,0.1648,0.0000,2.8974,1.7657,1.7051,2.2639,2.8728
2018-06-01,1.6777,0.1789,1.0000,0.0000,0.3577,0.0000,2.9460,1.7657,1.7153,2.2639,2.9210
2018-06-08,0.0663,0.0469,1.0000,0.0000,0.0938,0.0000,2.9480,1.7657,1.7153,2.2639,2.9230
2018-06-15,-0.8624,-0.0317,0.0000,0.0000,0.0000,0.0000,2.9474,1.7657,1.7153,2.2639,2.8977
2018-06-22,-1.2594,0.0769,1.0000,0.0000,0.1538,0.0000,2.9097,1.7657,1.7119,2.2639,2.8613
2018-06-29,1.5261,0.1315,1.0000,0.0000,0.2631,0.0000,2.9541,1.7657,1.7187,2.2639,2.9049
2018-07-06,1.5140,-0.1593,0.0000,0.0000,0.0000,0.0000,2.9535,1.7657,1.7186,2.2639,2.9489
2018-07-13,0.0322,-0.0737,0.0000,0.0000,0.0000,0.0000,2.9535,1.7657,1.7186,2.2639,2.9499
2018-07-20,0.6221,-0.0068,0.0000,0.0000,0.0000,0.0000,2.9535,1.7657,1.7186,2.2639,2.9682
2018-07-27,0.7746,-0.0188,0.0000,0.0000,0.0000,0.0000,2.9535,1.7657,1.7186,2.2639,2.9912
2018-08-03,-0.1551,-0.0887,0.0000,0.0000,0.0000,0.0000,2.9535,1.7657,1.7186,2.2639,2.9866
2018-08-10,0.6710,-0.0567,0.0000,0.0000,0.0000,1.0000,2.9535,1.7657,1.7186,2.2786,3.0066
2018-08-17,0.8595,0.0122,1.0000,0.0000,0.0245,1.0000,2.9783,1.7657,1.7190,2.2982,3.0324
2018-08-24,0.9739,-0.0423,0.0000,0.0000,0.0000,1.0000,2.9777,1.7657,1.7190,2.3206,3.0620
2018-08-31,-0.9335,-0.0543,0.0000,0.0000,0.0000,1.0000,2.9777,1.7657,1.7190,2.2989,3.0334
2018-09-07,1.1405,0.0864,1.0000,0.0000,0.1729,1.0000,3.0110,1.7657,1.7223,2.3252,3.0680
2018-09-14,0.8360,-0.0317,0.0000,0.0000,0.0000,1.0000,3.0104,1.7657,1.7222,2.3446,3.0936
2018-09-21,-0.4349,-0.0421,0.0000,0.0000,0.0000,1.0000,3.0104,1.7657,1.7222,2.3344,3.0802
2018-09-28,-0.9975,0.1308,1.0000,0.0000,0.2617,1.0000,2.9798,1.7657,1.7177,2.3111,3.0494
2018-10-05,-4.1241,0.1650,1.0000,0.0000,0.3300,1.0000,2.8569,1.7657,1.6943,2.2158,2.9237
2018-10-12,0.1087,1.1538,1.0000,1.0000,1.0000,1.0000,2.8600,1.7672,1.6959,2.2182,2.9269
2018-10-19,-3.9529,-0.0122,0.0000,0.0000,0.0000,1.0000,2.8595,1.7669,1.6955,2.1305,2.8112
2018-10-26,2.4724,1.2860,1.0000,1.0000,1.0000,1.0000,2.9296,1.8102,1.7371,2.1832,2.8807
2018-11-02,2.1590,0.8746,1.0000,1.0000,1.0000,1.0000,2.9928,1.8493,1.7746,2.2303,2.9429
2018-11-09,-1.4509,-0.0002,0.0000,0.0000,0.0000,0.0000,2.9922,1.8489,1.7743,2.2299,2.9002
2018-11-16,-3.8286,0.6272,1.0000,1.0000,1.0000,1.0000,2.8771,1.7777,1.7060,2.1441,2.7891
2018-11-23,4.7103,0.8873,1.0000,1.0000,1.0000,1.0000,3.0126,1.8615,1.7863,2.2451,2.9205
2018-11-30,-4.3823,0.0119,1.0000,0.0000,0.0238,0.0000,2.8806,1.8611,1.7841,2.2446,2.7925
2018-12-07,-1.1762,0.4872,1.0000,1.0000,0.9745,1.0000,2.8467,1.8389,1.7633,2.2178,2.7597
2018-12-14,-7.0505,-0.4545,0.0000,0.0000,0.0000,0.0000,2.8461,1.8385,1.7630,2.2173,2.5651
2018-12-21,2.9290,1.2662,1.0000,1.0000,1.0000,1.0000,2.9289,1.8920,1.8143,2.2818,2.6402
2018-12-28,1.8729,0.8225,1.0000,1.0000,1.0000,1.0000,2.9838,1.9274,1.8483,2.3246,2.6897
2019-01-04,2.6110,-0.3091,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.7599
2019-01-11,2.8883,-0.0608,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.8396
2019-01-18,-0.2552,-0.0625,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.8324
2019-01-25,1.6104,-0.0887,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.8780
2019-02-01,0.1518,-0.1015,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.8824
2019-02-08,2.5511,-0.0836,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.9559
2019-02-15,0.6381,-0.0881,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.9748
2019-02-22,0.4585,-0.1722,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.9884
2019-03-01,-2.1253,-0.1635,0.0000,0.0000,0.0000,0.0000,2.9832,1.9270,1.8479,2.3241,2.9249
2019-03-08,2.9473,0.1173,1.0000,0.0000,0.2345,0.0000,3.0705,1.9270,1.8606,2.3241,3.0111
2019-03-15,-0.7323,-0.1399,0.0000,0.0000,0.0000,0.0000,3.0699,1.9270,1.8605,2.3241,2.9890
2019-03-22,1.1567,-0.1779,0.0000,0.0000,0.0000,0.0000,3.0699,1.9270,1.8605,2.3241,3.0236
2019-03-29,2.1559,0.0421,1.0000,0.0000,0.0842,0.0000,3.1354,1.9270,1.8638,2.3241,3.0888
2019-04-05,0.5509,-0.1289,0.0000,0.0000,0.0000,1.0000,3.1348,1.9270,1.8638,2.3364,3.1058
2019-04-12,-0.0483,-0.1282,0.0000,0.0000,0.0000,1.0000,3.1348,1.9270,1.8638,2.3353,3.1043
2019-04-19,1.1689,-0.1158,0.0000,0.0000,0.0000,1.0000,3.1348,1.9270,1.8638,2.3626,3.1406
2019-04-26,0.2113,-0.0960,0.0000,0.0000,0.0000,1.0000,3.1348,1.9270,1.8638,2.3676,3.1472
2019-05-03,-2.0168,-0.0741,0.0000,0.0000,0.0000,1.0000,3.1348,1.9270,1.8638,2.3198,3.0838
2019-05-10,-0.7844,0.1857,1.0000,0.0000,0.3713,1.0000,3.1096,1.9270,1.8582,2.3016,3.0596
2019-05-17,-1.0705,-0.0273,0.0000,0.0000,0.0000,1.0000,3.1090,1.9270,1.8581,2.2770,3.0268
2019-05-24,-2.6558,-0.2866,0.0000,0.0000,0.0000,1.0000,3.1090,1.9270,1.8581,2.2165,2.9464
2019-05-31,4.4975,0.7037,1.0000,1.0000,1.0000,1.0000,3.2482,2.0133,1.9413,2.3162,3.0789
2019-06-07,0.5597,-0.1610,0.0000,0.0000,0.0000,0.0000,3.2475,2.0129,1.9409,2.3158,3.0962
2019-06-14,2.1330,0.1335,1.0000,0.0000,0.2670,1.0000,3.3162,2.0129,1.9519,2.3647,3.1622
2019-06-21,-0.3401,0.1322,1.0000,0.0000,0.2644,1.0000,3.3049,2.0129,1.9501,2.3566,3.1515
2019-06-28,1.8635,0.1294,1.0000,0.0000,0.2588,1.0000,3.3665,2.0129,1.9595,2.4006,3.2102
2019-07-05,0.7338,0.1321,1.0000,0.0000,0.2641,1.0000,3.3912,2.0129,1.9633,2.4182,3.2337
2019-07-12,-1.1575,0.2070,1.0000,0.0000,0.4140,1.0000,3.3519,2.0129,1.9538,2.3902,3.1963
2019-07-19,1.6287,0.1268,1.0000,0.0000,0.2535,1.0000,3.4065,2.0129,1.9618,2.4291,3.2484
2019-07-26,-3.1092,0.1535,1.0000,0.0000,0.3069,1.0000,3.3006,2.0129,1.9431,2.3536,3.1474
2019-08-02,-0.3418,0.1710,1.0000,0.0000,0.3420,1.0000,3.2893,2.0129,1.9408,2.3455,3.1366
2019-08-09,-0.9499,0.1370,1.0000,0.0000,0.2741,1.0000,3.2581,2.0129,1.9357,2.3233,3.1068
2019-08-16,-1.3848,0.1242,1.0000,0.0000,0.2485,1.0000,3.2129,2.0129,1.9291,2.2911,3.0638
2019-08-23,2.6681,0.1355,1.0000,0.0000,0.2709,1.0000,3.2987,2.0129,1.9430,2.3522,3.1455
2019-08-30,1.9149,0.1300,1.0000,0.0000,0.2600,1.0000,3.3618,2.0129,1.9527,2.3973,3.2058
2019-09-06,1.0199,0.1646,1.0000,0.0000,0.3291,1.0000,3.3961,2.0129,1.9592,2.4217,3.2385
2019-09-13,-0.4758,0.1378,1.0000,0.0000,0.2756,1.0000,3.3800,2.0129,1.9566,2.4102,3.2231
2019-09-20,-0.9655,0.1904,1.0000,0.0000,0.3809,1.0000,3.3473,2.0129,1.9494,2.3869,3.1920
2019-09-27,-0.3555,0.1714,1.0000,0.0000,0.3429,1.0000,3.3354,2.0129,1.9470,2.3784,3.1806
